0,lbr,2M-HAEA-S,0.30390942096710205
0,lrb,2M-HAEA-S,0.3017115294933319
0,rbl,2M-HAEA-S,0.30356094241142273
0,rlb,2M-HAEA-S,0.30574584007263184
0,blr,2M-HAEA-S,0.47112539410591125
0,brl,2M-HAEA-S,0.47112539410591125
1,lbr,2M-HAEA-S,0.499307245016098
1,lrb,2M-HAEA-S,0.051672518253326416
1,rbl,2M-HAEA-S,0.5539631247520447
1,rlb,2M-HAEA-S,0.5539631247520447
1,blr,2M-HAEA-S,0.5197815895080566
1,brl,2M-HAEA-S,0.5302116274833679
2,lbr,2M-HAEA-S,0.2265736162662506
2,lrb,2M-HAEA-S,-0.19804632663726807
2,rbl,2M-HAEA-S,0.7780071496963501
2,rlb,2M-HAEA-S,0.6146854162216187
2,blr,2M-HAEA-S,0.5269469022750854
2,brl,2M-HAEA-S,0.5204490423202515
3,lbr,2M-HAEA-S,0.22449013590812683
3,lrb,2M-HAEA-S,-0.131791353225708
3,rbl,2M-HAEA-S,0.6616254448890686
3,rlb,2M-HAEA-S,0.633962094783783
3,blr,2M-HAEA-S,0.6275686025619507
3,brl,2M-HAEA-S,0.5265427827835083
4,lbr,2M-HAEA-S,0.3637312650680542
4,lrb,2M-HAEA-S,-0.1675744652748108
4,rbl,2M-HAEA-S,0.1713777482509613
4,rlb,2M-HAEA-S,0.16733703017234802
4,blr,2M-HAEA-S,0.49232083559036255
4,brl,2M-HAEA-S,0.4968584477901459
5,lbr,2M-HAEA-S,0.20854583382606506
5,lrb,2M-HAEA-S,-0.21220636367797852
5,rbl,2M-HAEA-S,0.20216229557991028
5,rlb,2M-HAEA-S,-0.19185972213745117
5,blr,2M-HAEA-S,0.478333055973053
5,brl,2M-HAEA-S,0.49744364619255066
6,lbr,2M-HAEA-S,0.20090579986572266
6,lrb,2M-HAEA-S,0.12098926305770874
6,rbl,2M-HAEA-S,0.24933519959449768
6,rlb,2M-HAEA-S,0.2428259551525116
6,blr,2M-HAEA-S,0.4885138273239136
6,brl,2M-HAEA-S,0.49040254950523376
7,lbr,2M-HAEA-S,1.0
7,lrb,2M-HAEA-S,-0.2131897211074829
7,rbl,2M-HAEA-S,1.0
7,rlb,2M-HAEA-S,1.0
7,blr,2M-HAEA-S,1.0
7,brl,2M-HAEA-S,1.0
8,lbr,2M-HAEA-S,0.13423562049865723
8,lrb,2M-HAEA-S,-0.22636616230010986
8,rbl,2M-HAEA-S,0.23398974537849426
8,rlb,2M-HAEA-S,0.2327542006969452
8,blr,2M-HAEA-S,0.4852501451969147
8,brl,2M-HAEA-S,0.4876996576786041
9,lbr,2M-HAEA-S,0.16732653975486755
9,lrb,2M-HAEA-S,-0.2131240963935852
9,rbl,2M-HAEA-S,0.31267938017845154
9,rlb,2M-HAEA-S,0.22757238149642944
9,blr,2M-HAEA-S,0.5117633938789368
9,brl,2M-HAEA-S,0.5020128488540649
